YEAR,MO,DY,HR,QV2M,ALLSKY_SFC_SW_DWN,WS10M,ALLSKY_SFC_SW_DIFF,ALLSKY_SFC_SW_DNI,T2M
2025,10,10,2,4.28,-999,2.31,-999,-999,5.52
2025,10,10,3,4.32,-999,2.37,-999,-999,5.14
2025,10,10,4,4.37,-999,2.34,-999,-999,4.86
2025,10,10,5,4.43,-999,2.32,-999,-999,4.6
2025,10,10,6,4.5,-999,2.22,-999,-999,4.95
2025,10,10,7,4.58,-999,1.92,-999,-999,8.15
2025,10,10,8,4.35,-999,1.54,-999,-999,11.43
2025,10,10,9,4.15,-999,1.34,-999,-999,13.94
2025,10,10,10,4.23,-999,1.47,-999,-999,15.48
2025,10,10,11,4.43,-999,1.82,-999,-999,16.62
2025,10,10,12,4.64,-999,2.28,-999,-999,17.4
2025,10,10,13,4.87,-999,2.72,-999,-999,17.76
2025,10,10,14,5.1,-999,2.98,-999,-999,17.61
2025,10,10,15,5.31,-999,3.22,-999,-999,16.96
2025,10,10,16,5.54,-999,3.45,-999,-999,15.84
2025,10,10,17,5.81,-999,2.93,-999,-999,13.82
2025,10,10,18,6.05,-999,2.92,-999,-999,12.67
2025,10,10,19,6.26,-999,2.91,-999,-999,12.7
2025,10,10,20,6.47,-999,2.85,-999,-999,12.99
2025,10,10,21,6.68,-999,2.75,-999,-999,13.41
2025,10,10,22,6.91,-999,2.41,-999,-999,13.67
2025,10,10,23,7.12,-999,2.03,-999,-999,13.71
2025,10,11,0,7.29,-999,1.72,-999,-999,13.39
2025,10,11,1,7.46,-999,1.75,-999,-999,13.13
2025,10,11,2,7.66,-999,1.83,-999,-999,13
2025,10,11,3,7.87,-999,1.83,-999,-999,13.01
2025,10,11,4,8.03,-999,1.66,-999,-999,13.22
2025,10,11,5,8.13,-999,1.19,-999,-999,13.6
2025,10,11,6,8.25,-999,1.14,-999,-999,13.62
2025,10,11,7,8.55,-999,1.38,-999,-999,14.96
2025,10,11,8,8.61,-999,2,-999,-999,16.54
2025,10,11,9,8.71,-999,2.55,-999,-999,18.1
2025,10,11,10,8.89,-999,3.01,-999,-999,19.06
2025,10,11,11,9.21,-999,3.39,-999,-999,19.36
2025,10,11,12,9.49,-999,3.7,-999,-999,19.77
2025,10,11,13,9.6,-999,3.93,-999,-999,19.82
2025,10,11,14,9.75,-999,4.1,-999,-999,19.43
2025,10,11,15,9.96,-999,4.23,-999,-999,18.91
2025,10,11,16,10.12,-999,4.12,-999,-999,18.18
2025,10,11,17,10.23,-999,3.9,-999,-999,17.13
2025,10,11,18,10.28,-999,3.86,-999,-999,16.37
2025,10,11,19,10.23,-999,3.96,-999,-999,16.01
2025,10,11,20,10.13,-999,3.95,-999,-999,15.75
2025,10,11,21,10.07,-999,3.84,-999,-999,15.45
2025,10,11,22,9.99,-999,3.89,-999,-999,15.09
2025,10,11,23,9.84,-999,4.04,-999,-999,14.71
2025,10,12,0,9.66,-999,4.14,-999,-999,14.4
2025,10,12,1,9.49,-999,4.27,-999,-999,14.21
2025,10,12,2,9.34,-999,4.39,-999,-999,14.09
2025,10,12,3,9.13,-999,4.6,-999,-999,13.86
2025,10,12,4,8.87,-999,4.78,-999,-999,13.51
2025,10,12,5,8.64,-999,4.79,-999,-999,13.14
2025,10,12,6,8.44,-999,4.91,-999,-999,12.87
2025,10,12,7,8.38,-999,5.2,-999,-999,13.18
2025,10,12,8,8.22,-999,6.07,-999,-999,13.96
2025,10,12,9,7.81,-999,6.29,-999,-999,14.71
2025,10,12,10,7.43,-999,6.28,-999,-999,15.27
2025,10,12,11,7.3,-999,6.2,-999,-999,15.51
2025,10,12,12,7.4,-999,6.12,-999,-999,15.64
2025,10,12,13,7.66,-999,6.18,-999,-999,15.47
2025,10,12,14,7.95,-999,6.22,-999,-999,15.11
2025,10,12,15,8.26,-999,6.24,-999,-999,14.67
2025,10,12,16,8.51,-999,6.23,-999,-999,14.1
2025,10,12,17,8.66,-999,6.31,-999,-999,13.64
2025,10,12,18,8.78,-999,6.39,-999,-999,13.55
2025,10,12,19,8.89,-999,6.31,-999,-999,13.61
2025,10,12,20,8.95,-999,6.31,-999,-999,13.64
2025,10,12,21,8.97,-999,6.36,-999,-999,13.56
2025,10,12,22,8.96,-999,6.58,-999,-999,13.46
2025,10,12,23,8.92,-999,6.77,-999,-999,13.34
2025,10,13,0,8.84,-999,6.88,-999,-999,13.21
2025,10,13,1,8.74,-999,6.96,-999,-999,13.04
2025,10,13,2,8.62,-999,7.12,-999,-999,12.83
2025,10,13,3,8.49,-999,7.37,-999,-999,12.64
2025,10,13,4,8.37,-999,7.49,-999,-999,12.48
2025,10,13,5,8.24,-999,7.67,-999,-999,12.35
2025,10,13,6,8.13,-999,7.65,-999,-999,12.24
2025,10,13,7,8.11,-999,7.62,-999,-999,12.3
2025,10,13,8,8.2,-999,7.6,-999,-999,12.61
2025,10,13,9,8.35,-999,7.67,-999,-999,13.08
2025,10,13,10,8.54,-999,7.94,-999,-999,13.7
2025,10,13,11,8.74,-999,7.81,-999,-999,14.26
2025,10,13,12,8.92,-999,7.69,-999,-999,14.98
2025,10,13,13,9.04,-999,7.5,-999,-999,15.55
2025,10,13,14,9.11,-999,7.26,-999,-999,15.66
2025,10,13,15,9.14,-999,6.9,-999,-999,15.32
2025,10,13,16,9.08,-999,6.3,-999,-999,14.5
2025,10,13,17,8.92,-999,5.97,-999,-999,13.59
2025,10,13,18,8.68,-999,6.05,-999,-999,13.03
2025,10,13,19,8.48,-999,5.94,-999,-999,12.65
2025,10,13,20,8.35,-999,5.68,-999,-999,12.39
2025,10,13,21,8.26,-999,5.38,-999,-999,12.14
2025,10,13,22,8.14,-999,5.15,-999,-999,11.88
2025,10,13,23,7.98,-999,5.17,-999,-999,11.62
2025,10,14,0,7.87,-999,5.1,-999,-999,11.38
2025,10,14,1,7.78,-999,5.02,-999,-999,11.2
2025,10,14,2,7.68,-999,5.1,-999,-999,11.01
2025,10,14,3,7.58,-999,5.15,-999,-999,10.78
2025,10,14,4,7.53,-999,4.88,-999,-999,10.6
2025,10,14,5,7.47,-999,4.98,-999,-999,10.46
2025,10,14,6,7.43,-999,4.89,-999,-999,10.44
2025,10,14,7,7.51,-999,4.97,-999,-999,11.13
2025,10,14,8,7.61,-999,5.2,-999,-999,12.44
2025,10,14,9,7.73,-999,5.21,-999,-999,14.03
2025,10,14,10,7.96,-999,5.02,-999,-999,15.49
2025,10,14,11,8.26,-999,4.77,-999,-999,16.83
2025,10,14,12,8.57,-999,4.56,-999,-999,17.89
2025,10,14,13,8.83,-999,4.44,-999,-999,18.57
2025,10,14,14,9.02,-999,4.32,-999,-999,18.88
2025,10,14,15,9.11,-999,4.2,-999,-999,18.62
2025,10,14,16,9.15,-999,3.93,-999,-999,17.85
2025,10,14,17,9.19,-999,3.32,-999,-999,16.57
2025,10,14,18,9.19,-999,3.43,-999,-999,15.8
2025,10,14,19,9.16,-999,3.43,-999,-999,15.24
2025,10,14,20,9.13,-999,3.3,-999,-999,14.71
2025,10,14,21,9.08,-999,3.44,-999,-999,14.26
2025,10,14,22,9.01,-999,3.61,-999,-999,14.06
2025,10,14,23,8.96,-999,3.4,-999,-999,14.08
2025,10,15,0,8.91,-999,3.25,-999,-999,14.07
2025,10,15,1,8.85,-999,3.13,-999,-999,14
2025,10,15,2,8.82,-999,2.74,-999,-999,13.59
2025,10,15,3,8.77,-999,2.58,-999,-999,13.22
2025,10,15,4,8.68,-999,2.46,-999,-999,12.89
2025,10,15,5,8.55,-999,2.43,-999,-999,12.48
2025,10,15,6,8.4,-999,2.5,-999,-999,12.27
2025,10,15,7,8.37,-999,2.94,-999,-999,13.28
2025,10,15,8,8.28,-999,3.23,-999,-999,14.33
2025,10,15,9,8,-999,3.87,-999,-999,15.02
2025,10,15,10,7.76,-999,4.07,-999,-999,16.86
2025,10,15,11,7.5,-999,4.07,-999,-999,18.59
2025,10,15,12,7.09,-999,4.1,-999,-999,19.52
2025,10,15,13,6.52,-999,4.21,-999,-999,20.04
2025,10,15,14,5.97,-999,4.43,-999,-999,19.92
2025,10,15,15,5.68,-999,4.64,-999,-999,19.14
2025,10,15,16,5.61,-999,4.63,-999,-999,17.52
2025,10,15,17,5.73,-999,4.02,-999,-999,15.08
2025,10,15,18,5.83,-999,3.8,-999,-999,13.56
2025,10,15,19,5.81,-999,3.58,-999,-999,12.5
2025,10,15,20,5.78,-999,3.47,-999,-999,11.59
2025,10,15,21,5.73,-999,3.18,-999,-999,10.59
2025,10,15,22,5.65,-999,2.75,-999,-999,9.44
2025,10,15,23,5.51,-999,2.79,-999,-999,8.87
2025,10,16,0,5.4,-999,3,-999,-999,8.45
2025,10,16,1,5.33,-999,3.06,-999,-999,7.75
2025,10,16,2,5.29,-999,3.05,-999,-999,7.09
2025,10,16,3,5.17,-999,3.24,-999,-999,6.78
2025,10,16,4,5.04,-999,3.14,-999,-999,6.38
2025,10,16,5,4.92,-999,3.11,-999,-999,5.89
2025,10,16,6,4.82,-999,3.19,-999,-999,5.6
2025,10,16,7,4.6,-999,4.08,-999,-999,7.26
2025,10,16,8,4.1,-999,5.31,-999,-999,9.28
2025,10,16,9,3.81,-999,5.61,-999,-999,10.78
2025,10,16,10,3.63,-999,5.79,-999,-999,12.23
2025,10,16,11,3.51,-999,5.92,-999,-999,13.55
2025,10,16,12,3.43,-999,6.07,-999,-999,14.53
2025,10,16,13,3.39,-999,6.18,-999,-999,15.13
2025,10,16,14,3.39,-999,6.22,-999,-999,15.35
2025,10,16,15,3.41,-999,6.1,-999,-999,15.07
2025,10,16,16,3.48,-999,5.69,-999,-999,14.07
2025,10,16,17,3.67,-999,4.82,-999,-999,12.15
2025,10,16,18,3.84,-999,4.73,-999,-999,11.01
2025,10,16,19,3.94,-999,4.59,-999,-999,10.2
2025,10,16,20,4.01,-999,4.34,-999,-999,9.41
2025,10,16,21,4.06,-999,4.04,-999,-999,8.66
2025,10,16,22,4.13,-999,3.73,-999,-999,7.99
2025,10,16,23,4.19,-999,3.44,-999,-999,7.38
2025,10,17,0,4.23,-999,3.48,-999,-999,6.96
2025,10,17,1,4.25,-999,3.56,-999,-999,6.75
2025,10,17,2,4.24,-999,3.63,-999,-999,6.58
2025,10,17,3,4.23,-999,3.73,-999,-999,6.45
2025,10,17,4,4.25,-999,3.65,-999,-999,6.29
2025,10,17,5,4.27,-999,3.5,-999,-999,5.99
2025,10,17,6,4.28,-999,3.36,-999,-999,5.84
2025,10,17,7,4.3,-999,3.6,-999,-999,7.59
2025,10,17,8,4.23,-999,4.49,-999,-999,10.27
2025,10,17,9,4.2,-999,4.63,-999,-999,12.59
2025,10,17,10,4.18,-999,4.28,-999,-999,14.41
2025,10,17,11,4.15,-999,3.91,-999,-999,15.91
2025,10,17,12,4.11,-999,3.69,-999,-999,16.99
2025,10,17,13,4.06,-999,3.47,-999,-999,17.73
2025,10,17,14,4,-999,3.28,-999,-999,18
2025,10,17,15,3.94,-999,3.16,-999,-999,17.73
2025,10,17,16,4.63,-999,2.37,-999,-999,16
2025,10,17,17,4.69,-999,2.59,-999,-999,12.19
2025,10,17,18,4.83,-999,2.44,-999,-999,11.8
2025,10,17,19,4.82,-999,2.44,-999,-999,10.62
2025,10,17,20,4.97,-999,2.46,-999,-999,9.56
2025,10,17,21,5.14,-999,2.46,-999,-999,8.63
2025,10,17,22,5.27,-999,2.54,-999,-999,8.02
2025,10,17,23,5.34,-999,2.55,-999,-999,7.74
2025,10,18,0,5.39,-999,2.44,-999,-999,7.2
2025,10,18,1,5.44,-999,2.33,-999,-999,6.82
2025,10,18,2,5.5,-999,2.22,-999,-999,7.13
2025,10,18,3,5.55,-999,1.98,-999,-999,7.02
2025,10,18,4,5.57,-999,2.05,-999,-999,6.3
2025,10,18,5,5.57,-999,2.14,-999,-999,6.1
2025,10,18,6,5.56,-999,2.08,-999,-999,6.32
2025,10,18,7,5.53,-999,2.22,-999,-999,8.24
2025,10,18,8,5.42,-999,1.63,-999,-999,11.26
2025,10,18,9,4.88,-999,1.29,-999,-999,14.53
2025,10,18,10,4.86,-999,0.78,-999,-999,16.19
2025,10,18,11,5.03,-999,0.24,-999,-999,17.51
2025,10,18,12,5.28,-999,0.84,-999,-999,18.47
2025,10,18,13,5.58,-999,1.31,-999,-999,18.8
2025,10,18,14,5.86,-999,1.55,-999,-999,18.53
2025,10,18,15,6.2,-999,1.65,-999,-999,17.94
2025,10,18,16,6.9,-999,1.57,-999,-999,16.66
2025,10,18,17,6.69,-999,2.14,-999,-999,13.74
2025,10,18,18,6.69,-999,2.37,-999,-999,12.87
2025,10,18,19,6.9,-999,2.48,-999,-999,12.48
2025,10,18,20,7.18,-999,2.5,-999,-999,12.2
2025,10,18,21,7.44,-999,2.47,-999,-999,11.87
2025,10,18,22,7.64,-999,2.43,-999,-999,11.35
2025,10,18,23,7.73,-999,2.39,-999,-999,10.87
2025,10,19,0,7.74,-999,2.26,-999,-999,10.35
2025,10,19,1,7.72,-999,2.47,-999,-999,9.82
2025,10,19,2,7.81,-999,2.49,-999,-999,9.4
2025,10,19,3,8.03,-999,2.47,-999,-999,9.21
2025,10,19,4,8.35,-999,2.56,-999,-999,9.29
2025,10,19,5,8.7,-999,2.69,-999,-999,9.7
2025,10,19,6,9.08,-999,2.86,-999,-999,10.36
2025,10,19,7,9.73,-999,3.1,-999,-999,14.32
2025,10,19,8,10.14,-999,3.94,-999,-999,17.21
2025,10,19,9,10.09,-999,4.95,-999,-999,19.24
2025,10,19,10,10.08,-999,5.54,-999,-999,20.55
2025,10,19,11,10.33,-999,5.99,-999,-999,21.43
2025,10,19,12,10.62,-999,6.31,-999,-999,21.99
2025,10,19,13,10.79,-999,6.46,-999,-999,22.17
2025,10,19,14,10.79,-999,6.51,-999,-999,21.8
2025,10,19,15,10.86,-999,6.51,-999,-999,20.74
2025,10,19,16,11.09,-999,6.16,-999,-999,19.12
2025,10,19,17,11.33,-999,5.45,-999,-999,17.4
2025,10,19,18,11.34,-999,5.21,-999,-999,16.83
2025,10,19,19,11.28,-999,4.88,-999,-999,16.72
2025,10,19,20,11.28,-999,4.5,-999,-999,16.48
2025,10,19,21,11.31,-999,5.05,-999,-999,16.84
2025,10,19,22,11.44,-999,5.17,-999,-999,17.2
2025,10,19,23,11.57,-999,5.78,-999,-999,17.55
2025,10,20,0,11.75,-999,6.38,-999,-999,17.88
2025,10,20,1,12,-999,6.79,-999,-999,18.09
2025,10,20,2,12.31,-999,7.32,-999,-999,18.26
2025,10,20,3,12.6,-999,6.97,-999,-999,18.35
2025,10,20,4,12.63,-999,5.21,-999,-999,18.1
2025,10,20,5,11.96,-999,4.48,-999,-999,17.3
2025,10,20,6,10.62,-999,4.81,-999,-999,15.55
2025,10,20,7,9.73,-999,5.08,-999,-999,14.56
2025,10,20,8,8.67,-999,5.39,-999,-999,14.51
2025,10,20,9,7.77,-999,5.72,-999,-999,15.22
2025,10,20,10,7.21,-999,6.34,-999,-999,15.62
2025,10,20,11,6.99,-999,6.69,-999,-999,15.86
2025,10,20,12,6.82,-999,6.12,-999,-999,16.29
2025,10,20,13,6.65,-999,6.11,-999,-999,16.61
2025,10,20,14,6.51,-999,6.28,-999,-999,16.33
2025,10,20,15,6.46,-999,6.13,-999,-999,15.93
2025,10,20,16,6.48,-999,5.58,-999,-999,15.29
2025,10,20,17,6.56,-999,4.68,-999,-999,14.2
2025,10,20,18,6.6,-999,4.51,-999,-999,13.59
2025,10,20,19,6.57,-999,4.42,-999,-999,13.16
2025,10,20,20,6.52,-999,4.08,-999,-999,12.63
2025,10,20,21,6.45,-999,3.75,-999,-999,12.03
2025,10,20,22,6.34,-999,3.58,-999,-999,11.43
2025,10,20,23,6.23,-999,3.24,-999,-999,10.66
2025,10,21,0,6.14,-999,3.04,-999,-999,9.89
2025,10,21,1,6.1,-999,2.97,-999,-999,9.13
2025,10,21,2,6.07,-999,3.04,-999,-999,8.59
2025,10,21,3,6.05,-999,3.12,-999,-999,8.22
2025,10,21,4,6.03,-999,3,-999,-999,7.87
2025,10,21,5,6,-999,2.82,-999,-999,7.49
2025,10,21,6,5.97,-999,2.67,-999,-999,7.26
2025,10,21,7,5.97,-999,2.74,-999,-999,9.07
2025,10,21,8,5.96,-999,2.57,-999,-999,12.09
2025,10,21,9,5.53,-999,3.53,-999,-999,15.31
2025,10,21,10,5.48,-999,3.83,-999,-999,16.99
2025,10,21,11,5.62,-999,4.1,-999,-999,18.12
2025,10,21,12,5.67,-999,4.34,-999,-999,18.84
2025,10,21,13,5.68,-999,4.39,-999,-999,19.25
2025,10,21,14,5.72,-999,4.35,-999,-999,19.3
2025,10,21,15,5.91,-999,4.24,-999,-999,18.79
2025,10,21,16,6.48,-999,3.62,-999,-999,17.42
2025,10,21,17,7.13,-999,2.97,-999,-999,14.78
2025,10,21,18,7.85,-999,3.04,-999,-999,14.21
2025,10,21,19,8.52,-999,3,-999,-999,14.36
2025,10,21,20,9.12,-999,3.02,-999,-999,14.74
2025,10,21,21,9.56,-999,3.06,-999,-999,14.85
2025,10,21,22,9.74,-999,2.27,-999,-999,14.17
2025,10,21,23,9.76,-999,2.47,-999,-999,13.99
2025,10,22,0,9.72,-999,2.65,-999,-999,14.21
2025,10,22,1,9.39,-999,1.76,-999,-999,13.37
2025,10,22,2,9.17,-999,2.06,-999,-999,12.99
2025,10,22,3,8.81,-999,1.9,-999,-999,12.41
2025,10,22,4,8.53,-999,1.95,-999,-999,11.94
2025,10,22,5,8.23,-999,2.29,-999,-999,10.97
2025,10,22,6,8.08,-999,2.54,-999,-999,10.63
2025,10,22,7,8.65,-999,3.25,-999,-999,12.11
2025,10,22,8,8.85,-999,3.92,-999,-999,13.03
2025,10,22,9,8.1,-999,4.57,-999,-999,14.16
2025,10,22,10,6.34,-999,5.07,-999,-999,15.73
2025,10,22,11,5.23,-999,5.5,-999,-999,16.55
2025,10,22,12,4.89,-999,5.61,-999,-999,16.91
2025,10,22,13,4.81,-999,5.54,-999,-999,17.03
2025,10,22,14,4.82,-999,5.35,-999,-999,16.87
2025,10,22,15,4.86,-999,4.99,-999,-999,16.32
2025,10,22,16,5.01,-999,4.07,-999,-999,15.11
2025,10,22,17,5.22,-999,3.06,-999,-999,12.68
2025,10,22,18,5.33,-999,2.83,-999,-999,11.4
2025,10,22,19,5.33,-999,2.65,-999,-999,10.55
2025,10,22,20,5.33,-999,2.55,-999,-999,9.87
2025,10,22,21,5.41,-999,2.52,-999,-999,9.52
2025,10,22,22,5.52,-999,2.51,-999,-999,9.79
2025,10,22,23,5.56,-999,2.7,-999,-999,9.38
2025,10,23,0,5.55,-999,2.97,-999,-999,8.94
2025,10,23,1,5.57,-999,2.97,-999,-999,8.58
2025,10,23,2,5.61,-999,2.87,-999,-999,8.13
2025,10,23,3,5.68,-999,2.71,-999,-999,7.63
2025,10,23,4,5.77,-999,2.68,-999,-999,7.17
2025,10,23,5,5.78,-999,2.7,-999,-999,6.88
2025,10,23,6,5.75,-999,2.67,-999,-999,6.66
2025,10,23,7,5.77,-999,2.92,-999,-999,8.65
2025,10,23,8,5.51,-999,4,-999,-999,11.28
2025,10,23,9,5.26,-999,4.15,-999,-999,12.93
2025,10,23,10,5.17,-999,4.16,-999,-999,14.1
2025,10,23,11,5.14,-999,4.31,-999,-999,14.94
2025,10,23,12,5.13,-999,4.4,-999,-999,15.4
2025,10,23,13,5.12,-999,4.31,-999,-999,15.55
2025,10,23,14,5.14,-999,4.11,-999,-999,15.42
2025,10,23,15,5.18,-999,3.83,-999,-999,14.99
2025,10,23,16,5.3,-999,3.18,-999,-999,13.94
2025,10,23,17,5.41,-999,2.64,-999,-999,11.42
2025,10,23,18,5.45,-999,2.76,-999,-999,10.38
2025,10,23,19,5.48,-999,2.72,-999,-999,9.65
2025,10,23,20,5.48,-999,2.73,-999,-999,9.08
2025,10,23,21,5.5,-999,2.65,-999,-999,8.47
2025,10,23,22,5.49,-999,2.59,-999,-999,7.86
2025,10,23,23,5.48,-999,2.58,-999,-999,7.29
2025,10,24,0,5.48,-999,2.58,-999,-999,6.88
2025,10,24,1,5.49,-999,2.57,-999,-999,6.48
2025,10,24,2,5.51,-999,2.55,-999,-999,6.1
2025,10,24,3,5.53,-999,2.44,-999,-999,5.71
2025,10,24,4,5.54,-999,2.34,-999,-999,5.3
2025,10,24,5,5.53,-999,2.26,-999,-999,4.89
2025,10,24,6,5.51,-999,2.13,-999,-999,4.94
2025,10,24,7,5.51,-999,2.39,-999,-999,6.62
2025,10,24,8,5.43,-999,2.52,-999,-999,9.33
2025,10,24,9,5.18,-999,2.59,-999,-999,11.64
2025,10,24,10,5.01,-999,2.93,-999,-999,13.14
2025,10,24,11,4.89,-999,3.17,-999,-999,14.25
2025,10,24,12,4.77,-999,3.29,-999,-999,15.01
2025,10,24,13,4.66,-999,3.24,-999,-999,15.41
2025,10,24,14,4.61,-999,3.14,-999,-999,15.42
2025,10,24,15,4.64,-999,2.95,-999,-999,15
2025,10,24,16,4.97,-999,2.34,-999,-999,13.58
2025,10,24,17,5,-999,2.39,-999,-999,10.4
2025,10,24,18,5.08,-999,2.63,-999,-999,9.62
2025,10,24,19,5.18,-999,2.72,-999,-999,9.33
2025,10,24,20,5.27,-999,2.68,-999,-999,8.75
2025,10,24,21,5.36,-999,2.61,-999,-999,8.1
2025,10,24,22,5.43,-999,2.58,-999,-999,7.57
2025,10,24,23,5.48,-999,2.55,-999,-999,7.08
2025,10,25,0,5.51,-999,2.51,-999,-999,6.58
2025,10,25,1,5.53,-999,2.51,-999,-999,6.12
2025,10,25,2,5.54,-999,2.52,-999,-999,5.7
2025,10,25,3,5.55,-999,2.53,-999,-999,5.3
2025,10,25,4,5.55,-999,2.5,-999,-999,4.86
2025,10,25,5,5.52,-999,2.42,-999,-999,4.69
2025,10,25,6,5.48,-999,2.33,-999,-999,4.84
2025,10,25,7,5.42,-999,2.8,-999,-999,6.48
2025,10,25,8,5.31,-999,2.71,-999,-999,8.91
2025,10,25,9,4.75,-999,3.08,-999,-999,11.85
2025,10,25,10,4.29,-999,3.01,-999,-999,13.44
2025,10,25,11,4.13,-999,2.73,-999,-999,14.45
2025,10,25,12,4.1,-999,2.39,-999,-999,15.16
2025,10,25,13,4.1,-999,2.07,-999,-999,15.54
2025,10,25,14,4.12,-999,1.81,-999,-999,15.53
2025,10,25,15,4.21,-999,1.64,-999,-999,14.99
2025,10,25,16,4.83,-999,1.41,-999,-999,13.45
2025,10,25,17,4.85,-999,1.86,-999,-999,11.14
2025,10,25,18,4.99,-999,1.79,-999,-999,10.77
2025,10,25,19,5.12,-999,1.97,-999,-999,10.28
2025,10,25,20,5.23,-999,2.14,-999,-999,9.76
2025,10,25,21,5.38,-999,2.09,-999,-999,9.08
2025,10,25,22,5.47,-999,2.04,-999,-999,8.46
2025,10,25,23,5.45,-999,2.15,-999,-999,7.59
2025,10,26,0,5.4,-999,2.39,-999,-999,6.63
2025,10,26,1,5.39,-999,2.44,-999,-999,6.14
2025,10,26,2,5.39,-999,2.34,-999,-999,5.83
2025,10,26,3,5.41,-999,2.38,-999,-999,5.48
2025,10,26,4,5.44,-999,2.42,-999,-999,5.17
2025,10,26,5,5.48,-999,2.46,-999,-999,4.99
2025,10,26,6,5.5,-999,2.4,-999,-999,4.68
2025,10,26,7,5.49,-999,2.76,-999,-999,6.59
2025,10,26,8,5.34,-999,2.57,-999,-999,9.27
2025,10,26,9,4.94,-999,2.59,-999,-999,11.8
2025,10,26,10,4.61,-999,2.57,-999,-999,13.28
2025,10,26,11,4.38,-999,2.54,-999,-999,14.29
2025,10,26,12,4.15,-999,2.55,-999,-999,14.87
2025,10,26,13,3.93,-999,2.54,-999,-999,15.11
2025,10,26,14,3.77,-999,2.4,-999,-999,15.08
2025,10,26,15,3.72,-999,2.28,-999,-999,14.56
2025,10,26,16,4.23,-999,1.82,-999,-999,12.52
2025,10,26,17,4.09,-999,2.37,-999,-999,9.41
2025,10,26,18,4.15,-999,2.47,-999,-999,8.29
2025,10,26,19,4.3,-999,2.52,-999,-999,7.3
2025,10,26,20,4.44,-999,2.52,-999,-999,6.6
2025,10,26,21,4.53,-999,2.58,-999,-999,6
2025,10,26,22,4.57,-999,2.52,-999,-999,5.49
2025,10,26,23,4.57,-999,2.54,-999,-999,5.01
2025,10,27,0,4.58,-999,2.59,-999,-999,4.56
2025,10,27,1,4.59,-999,2.7,-999,-999,4.34
2025,10,27,2,4.62,-999,2.74,-999,-999,3.97
2025,10,27,3,4.66,-999,2.71,-999,-999,3.42
2025,10,27,4,4.68,-999,2.59,-999,-999,2.85
2025,10,27,5,4.66,-999,2.58,-999,-999,2.78
2025,10,27,6,4.62,-999,2.44,-999,-999,2.59
2025,10,27,7,4.58,-999,2.77,-999,-999,4.14
2025,10,27,8,4.4,-999,2.76,-999,-999,6.9
2025,10,27,9,4.07,-999,2.86,-999,-999,9.75
2025,10,27,10,3.86,-999,2.86,-999,-999,11.59
2025,10,27,11,3.77,-999,2.82,-999,-999,12.68
2025,10,27,12,3.72,-999,2.69,-999,-999,13.37
2025,10,27,13,3.73,-999,2.76,-999,-999,13.71
2025,10,27,14,3.78,-999,2.86,-999,-999,13.65
2025,10,27,15,3.89,-999,2.57,-999,-999,13.16
2025,10,27,16,4.27,-999,1.91,-999,-999,11.38
2025,10,27,17,4.26,-999,2.34,-999,-999,7.9
2025,10,27,18,4.4,-999,2.23,-999,-999,7.22
2025,10,27,19,4.59,-999,2.44,-999,-999,6.67
2025,10,27,20,4.73,-999,2.83,-999,-999,6.54
2025,10,27,21,4.85,-999,2.75,-999,-999,5.88
2025,10,27,22,4.93,-999,2.69,-999,-999,5.25
2025,10,27,23,4.97,-999,2.63,-999,-999,4.5
2025,10,28,0,5,-999,2.92,-999,-999,4.21
2025,10,28,1,5,-999,3.04,-999,-999,3.93
2025,10,28,2,4.99,-999,2.88,-999,-999,3.57
2025,10,28,3,4.99,-999,2.88,-999,-999,3.75
2025,10,28,4,5.01,-999,3.26,-999,-999,4.06
2025,10,28,5,5.03,-999,3.45,-999,-999,4.12
2025,10,28,6,5.01,-999,3.36,-999,-999,3.92
2025,10,28,7,5.03,-999,4.25,-999,-999,5.18
2025,10,28,8,4.96,-999,4.82,-999,-999,7.37
2025,10,28,9,4.82,-999,5.44,-999,-999,9.65
2025,10,28,10,4.8,-999,5.41,-999,-999,11.23
2025,10,28,11,4.9,-999,5.14,-999,-999,12.3
2025,10,28,12,5.03,-999,4.85,-999,-999,13.04
2025,10,28,13,5.16,-999,4.7,-999,-999,13.25
2025,10,28,14,5.23,-999,4.45,-999,-999,13.05
2025,10,28,15,5.3,-999,4.08,-999,-999,12.68
2025,10,28,16,5.37,-999,3.52,-999,-999,11.94
2025,10,28,17,5.32,-999,3.42,-999,-999,10.41
2025,10,28,18,5.23,-999,3.7,-999,-999,9.56
2025,10,28,19,5.2,-999,3.87,-999,-999,8.96
2025,10,28,20,5.14,-999,3.82,-999,-999,8.46
2025,10,28,21,5.08,-999,3.71,-999,-999,7.97
2025,10,28,22,5.07,-999,3.74,-999,-999,7.78
2025,10,28,23,5.17,-999,3.72,-999,-999,7.51
2025,10,29,0,5.3,-999,3.66,-999,-999,7.13
2025,10,29,1,5.35,-999,3.7,-999,-999,6.66
2025,10,29,2,5.4,-999,3.8,-999,-999,6.46
2025,10,29,3,5.43,-999,3.73,-999,-999,6.38
2025,10,29,4,5.4,-999,3.58,-999,-999,6.22
2025,10,29,5,5.32,-999,3.49,-999,-999,5.95
2025,10,29,6,5.27,-999,3.48,-999,-999,5.84
2025,10,29,7,5.33,-999,3.52,-999,-999,6.77
2025,10,29,8,5.36,-999,3.77,-999,-999,8.51
2025,10,29,9,5.35,-999,3.65,-999,-999,10.09
2025,10,29,10,5.36,-999,3.34,-999,-999,11.09
